Department=[Amazon.com],Search Term=[],Enter ASINs or Products=[],Reporting Range=[Weekly],Viewing=[11/8/20 - 11/14/20],,,,,,,,,,
Amazon.com,teeth whitening,837,B00YI5VJW6,"AuraGlow Teeth Whitening Kit, LED Light, 35% Carbamide Peroxide, (2) 5ml Gel Syringes, Tray and Case",17.03%,11.85%,B077YCC84H,"Crest 3D White Whitestrips Vivid Plus Teeth Whitening Kit, 24 Individual Strips (10 Vivid Plus Treatments + 2 1hr Express Treatments), Basic",12.60%,17.33%,B082YHNBMG,"Colgate Optic White Overnight Teeth Whitening Pen, Gentle Teeth Stain Remover to Whiten Teeth, 3% Hydrogen Peroxide Gel",12.49%,12.83%
Amazon.com,corset,838,B01J0KFX52,Womens Floral Black Lace Trim Corset Overbust Waist Cincher Bustier Top,13.80%,14.97%,B019DLYCVO,Zhitunemi Women's Lace Up Boned Jacquard Brocade Waist Training Underbust Corset Corset,10.86%,15.36%,B073P3FTLJ,GRACE KARIN Lace-up Cinch Belt Tied Corset Elastic Waist Belt,6.52%,5.46%
Amazon.com,wireless keyboard,839,B079JLY5M5,"Logitech MK270 Wireless Keyboard and Mouse Combo - Keyboard and Mouse Included, 2.4GHz Dropout-Free Connection, Long Battery Life (Frustration-Free Packaging)",19.79%,27.42%,B088D126GD,"Wireless Keyboard Mouse Combo, Cimetech Compact Full Size Wireless Keyboard and Mouse Set 2.4G Ultra-Thin Sleek Design for Windows, Computer, Desktop, PC, Notebook - (Wine red)",6.84%,6.83%,B0871PQ5YY,Macally 2.4G USB Wireless Keyboard for Laptop or Computer - Full Size Keyboard with Numeric Keypad & 13 Shortcut Keys - for Windows Devices with USB Port - Simple & Easy to Use PC Keyboard Wireless,6.16%,9.16%
Amazon.com,mask bracket,840,B08GY43ZGX,"10PCS Silicone Face Mask Bracket, 3D Face Mask Inner Support Frame for More Breathing Space, Lipstick Makeup Protection Under Mask Frame, Washable and Durable",12.52%,0.04%,B08N9M7W74,"Mask Bracket,3D Silicone Face Mask Bracket,Inner Support Frame for More Breathing Space,Keep Fabric off Mouth,Cool Lipstick Protection Stand?5PCS)",11.16%,0.04%,B08HMZ157C,"10PCS Mask Bracket,3D Silicone Face Mask Bracket,Inner Support Frame for More Breathing Space,Keep Fabric off Mouth,Cool Lipstick Protection Stand",10.34%,0.00%
Amazon.com,leaf blower,841,B0881K29P6,"Cordless Leaf Blower - Electric Leaf Blower battery-powered, 20V Lithium Leaf Blower Cordless with Battery & Charger, Powerful Cordless Blower Lightweight for Sweeping Snow (Battery&Charger Included)",27.85%,33.97%,B01M3UK0VY,"Sun Joe SBJ597E 6-Amp 155 MPH Electric Leaf Blower, Green",11.34%,16.04%,B01B79BD6C,"WORX WG520 Turbine 600 Corded Electric Leaf Blower, Black",8.78%,9.34%
Amazon.com,adult coloring books,842,1604641916,"Fuck Off, Coronavirus, I'm Coloring: Self-Care for the Self-Quarantined, A Humorous Adult Swear Word Coloring Book During COVID-19 Pandemic (Dare You Stamp Co.)",19.17%,19.78%,2376190029,50 Shades Of Bullsh*t: Dark Edition: Swear Word Coloring Book,13.43%,12.01%,1449483186,Disney Dreams Collection Thomas Kinkade Studios Coloring Book,6.88%,5.87%
Amazon.com,butter,843,B074VDJ7KZ,"365 Everyday Value, Unsalted Butter, 16 oz",12.88%,13.11%,B074VBL8D5,"365 Everyday Value, Salted Butter, 16 oz",12.21%,12.57%,B07VF6RXNL,"Amazon Brand - Happy Belly Salted Butter Sticks, 16 oz. (4 Four Oz. Sticks)",10.77%,10.52%
Amazon.com,animal crossing,844,B07SL6ZXBL,Animal Crossing: New Horizons - Nintendo Switch,48.32%,67.80%,B088WTB8JC,Peliny Chrid ANI-mal Cro-ss Micro Fleece Throw Blanket for Kids and Adults Super Soft Warm Lightweight 3D Printed Blankets for Bed Couch Sofa 50X40,3.65%,2.41%,B08D726KYY,"Controller Gear Animal Crossing: New Horizons - Tom Nook Quilted - Small Backpack for Women, Girl's Cute Mini Bookbag Purse, Travel Bag for Nintendo Switch Console & Accessories - Nintendo Switch",2.65%,1.09%
Amazon.com,heated gloves,845,B07ZSWBFX6,"Professional Heated Motorcycle Gloves,Electric Rechargable Battery Gloves for Men Women,Winter Waterproof Riding Ski Bicycle Cycling Hunting Fishing Snowboarding Gloves Hand Warmer Arthritis",27.44%,0.00%,B08FRJQDYQ,"USB Heated Gloves for Women & Men, Mitten Winter Warm Laptop Gloves, Full & Half Hands Heated Fingerless Heating Knitting Hands Warmer Washable Design",4.88%,5.07%,B07YBWWKYT,"VELAZZIO [Upgrade] Thermo1 Battery Heated Gloves - 3 Heating Levels w/Intelligent Control, up to 8hrs Warmth, 3M Thinsulate Waterproof Breathable Winter Gloves, Touchscreen Ski Gloves Men & Women",4.84%,7.61%
Amazon.com,wax warmer,846,B07JK4C34Y,"Wax Warmer, Femiro Hair Removal Home Waxing Kit with 4 Flavors Stripless Hard Wax Beans?14.1oz?20 Wax Applicator Sticks for Full Body, Legs, Face, Eyebrows, Bikini Women Men Painless At Home Waxing",11.96%,11.20%,B0145GNQIW,"CANDLE WARMERS ETC Pluggable Fragrance Warmer- Decorative Plug-in for Warming Scented Candle Wax Melts and Tarts or Essential Oils, Mason Jar",7.89%,10.12%,B07KF2J8BR,EQUSUPRO 3D Glass Electric Wax Melt Warmer Wax Burner Melter Fragrance Warmer for Home Office Bedroom Living Room Gifts & Decor (3D Fireworks),6.19%,5.36%
Amazon.com,eyeshadow palette,847,B08J3V1V62,"Eyeshadow Palette,zeBrush 35 Colors Matte Eyeshadow Palette Makeup with Long-time Lasting Waterproof and High Pigment Silky Powder for Smoky makeup",22.60%,0.00%,B08J86PBPB,"Eyeshadow Palette, Eyeshadow for Long-Lasting Wear Eye Shadow Makeup Palette Set Eye Shadow Color Board 30 Colors Waterproof",11.66%,0.24%,B07MQJRK7N,CHANGEABLE Pro Eyeshadow Palette Matte Shimmer Glitter Make Up Eyeshadow Palette Pigmented Eye Shadow Powder Natural Colors Long Lasting Waterproof Makeup Pallet Halloween Eye Shadows,8.82%,12.85%
Amazon.com,champion hoodie,848,B084C5T72T,Champion Men's Graphic Powerblend Fleece Hoodie,15.38%,18.71%,B01HIURMZU,Champion Men's Powerblend Fleece Pullover Hoodie,12.07%,18.55%,B08CHLZQMJ,Champion Men's Powerblend Graphic Hoodie,8.49%,7.54%
Amazon.com,humidifiers for bedroom,849,B013IJPTFK,"Pure Enrichment MistAire Ultrasonic Cool Mist Humidifier - Premium Humidifying Unit with Whisper-Quiet Operation, Automatic Shut-Off and Night Light Function - Lasts Up to 16 Hours",22.10%,23.90%,B085CD13TL,"Homech Cool Mist Humidifier, 26dB Quiet Ultrasonic Humidifiers for Bedroom, 4L Air Humidifier for 12-50 Hours of Run Time, 360° Nozzle, Auto Shut-Off and Easy to Clean",8.73%,8.49%,B088H5GCT4,"Humidifiers for Bedroom, TOPPIN Top Fill Cool Mist Humidifiers with Essential Oils, Easy to Clean, Silent Sleep Mode and Cozy Night Light, Perfect for Bedroom Baby Room Nursery, 2.8L Tank for 24 Hours",7.43%,7.70%
Amazon.com,jump rope,850,B07MLZYMH3,YZLSPORTS Heavy Weighted Jump Rope Skipping Rope Workout Battle Ropes for Men Women Total Body Workouts Power Training Improve Strength Building Muscle,25.98%,0.00%,B07P2F2YHT,"DEGOL Skipping Rope with Ball Bearings Rapid Speed Jump Rope Cable and 6” Memory Foam Handles Ideal for Aerobic Exercise Like Speed Training, Extreme Jumping, Endurance Training and Fitness Gym",16.84%,25.83%,B089PXDHDN,"Renoj Jump Rope, Jump Ropes for Fitness, Jump Rope Workout for Exercise (red)",11.62%,18.28%
Amazon.com,lighter,851,B00XTAM6PA,3 Pack King BKOU172 Multi Utility Lighter Assorted Colors,9.46%,13.37%,B00GUQWAS8,"Bic Multipurpose Lighters, 4 Pack",8.78%,11.84%,B07D6LX9ZP,REIDEA Electronic Candle Lighter Arc Windproof Flameless USB Rechargeable Lighter with Safe Button for Home Kitchen Gold,6.29%,5.92%
Amazon.com,pull up bar,852,B002YQUP7Q,"ProsourceFit Multi-Grip Chin-Up/Pull-Up Bar, Heavy Duty Doorway Trainer for Home Gym (ps-1109-cu), Black",20.58%,25.88%,B001EJMS6K,Iron Gym Total Upper Body Workout Bar,15.70%,21.89%,B07SM8VJ6P,"Sportsroyals Power Tower Dip Station Pull Up Bar for Home Gym Strength Training Workout Equipment, 400LBS.",6.82%,2.94%
Amazon.com,necklace,853,B07V34CN5N,"Mevecco Gold Layered Necklace,14K Gold Disc/Circle Bead Chain Dainty Elegant Simple Layer Necklace for Women…",10.08%,11.17%,B07S3TDD4B,Hundred River Friendship Anchor Compass Necklace Good Luck Elephant Pendant Chain Necklace with Message Card (gold butterfly),5.63%,7.98%,B07RRTHWC7,LANG XUAN Message Card Sun Friendship Necklace Lover Necklace Unicorn Good Luck Wish Card Necklace with Message Card Gift Card for Women Girl,4.93%,6.91%
Amazon.com,food processor,854,B008J8MJIQ,"Hamilton Beach 10-Cup Food Processor & Vegetable Chopper with Bowl Scraper, Stainless Steel (70730)",26.27%,27.49%,B00KHLN7K2,"Hamilton Beach 12-Cup Stack & Snap Food Processor & Vegetable Chopper, Black (70725A)",10.56%,12.73%,B089TP3K77,Ninja BN601 Professional Plus Food Processor 1000-Peak-Watts with Auto-iQ Preset Programs Chop Puree Dough Slice Shred with a 9-Cup Capacity and a Silver Stainless Finish,9.01%,7.43%
Amazon.com,christmas outdoor decorations,855,B07VLYNVPM,"MAOYUE Outdoor Christmas Decorations 335 LED Star Lights 8 Lighting Modes Outside Tree Decoration Lights for New Year, Holiday, Wedding, Party",4.52%,4.09%,B07XYP6QKQ,ORIENTAL CHERRY Candy Christmas Decorations Outdoor - 44In Peppermint Xmas Yard Stakes - Giant Holiday Decor Signs for Home Lawn Pathway Walkway Candyland Themed Party - Red White Green,3.99%,3.56%,B087PRCBRR,"MAOYUE Meteor Shower Lights, 16 Tubes 640 LED Icicle Lights Outdoor Christmas Decorations Lights Waterproof Cascading Lights for Holiday Decorations, Tree, Eaves, Roof, Yard, Garden, Party, Colorful",3.81%,3.56%
Amazon.com,blippi,856,B01MV7KGOM,Learn about Diggers for Kids with Blippi - Parts of an Excavator,10.81%,0.08%,B01MVA6FPX,Blippi - Videos for Kids,10.42%,0.46%,B08CBNZ2WR,Blippi - Explore With Blippi and Learn About Vehicles,6.81%,0.31%
Amazon.com,electric kettle,857,B072DWYBL7,"AmazonBasics Stainless Steel Portable Fast, Electric Hot Water Kettle for Tea and Coffee, 1 Liter, Silver",19.51%,21.27%,B07TZ5YHJN,"Mueller Premium 1500W Electric Kettle with SpeedBoil Tech, 1.8 Liter Cordless with LED Light, Borosilicate Glass, Auto Shut-Off and Boil-Dry Protection",17.82%,24.22%,B00DEPGY7G,"Ovente Electric Hot Water Portable Glass Kettle with Filter 1.5 Liter Stainless Steel Base Countertop Teapot & Auto Shutoff BPA-Free Fast Heating, Boil Dry Protection, Brew Coffee & Tea, Black KG83B",7.99%,9.36%
Amazon.com,home office desk chairs,858,B00FS3VJAO,"Home Office Chair Ergonomic Desk Chair Mesh Computer Chair with Lumbar Support Armrest Executive Rolling Swivel Adjustable Mid Back Task Chair for Women Adults, Black",7.95%,9.61%,B081H3Y5NW,AmazonBasics Classic Puresoft PU-Padded Mid-Back Office Computer Desk Chair with Armrest - Black,7.95%,8.87%,B087MZX9W8,"NEO CHAIR Office Chair Ergonomic Desk Chair Mesh Computer Chair Lumbar Support Modern Executive Adjustable Rolling Swivel Chair Comfortable Mid Black Task Home Office Chair, Black-Fabric",3.76%,4.68%
Amazon.com,toys for boys,859,B07S6FDHPN,"Dinosaur Toys,156pcs Create A Dinosaur World Road Race,Flexible Track Playset and 2 pcs Cool Dinosaur car for 3 4 5 6 Year & Up Old boy Girls Best Gift",4.94%,4.30%,B07WHS2MCJ,"26 in 1 Military Truck with Soldier Men Set, Mini Die-cast Battle Car in Carrier Truck, Army Toy Double Side Transport Vehicle for Kid Child Girl Boy Play Birthday Party Favors",4.71%,3.89%,B087N8Q8QG,"Shooting Game Toy for 5 6 7 8 9 10+ Years Olds Boys and Girls,2pk Foam Ball Popper Air Toy Guns with Standing Shooting Target, 24 Foam Balls, Indoor Activity Game for Kids, Compatible with Nerf Toys",3.65%,2.87%
Amazon.com,apple pencil,860,B016NY7784,Apple Pencil,34.65%,30.97%,B07K1WWBJK,Apple Pencil (2nd Generation),24.49%,34.28%,B0831BF1FH,"Stylus Pen for iPad with Palm Rejection, Active Pencil Compatible with (2018-2020) Apple iPad Pro (11/12.9 Inch),iPad 6th/7th Gen,iPad Mini 5th Gen,iPad Air 3rd Gen for Precise Writing/Drawing",15.94%,13.94%
Amazon.com,hand warmers,861,B07H3LZGSP,"OCOOPA Hand Warmers Rechargeable, 1 Pack 5200mAh Electric Portable Pocket Warmer/Power Bank, Heat Therapy Great for Outdoor Sports, Hunting, Golf, Camping, Warm Gifts for Women, Men, Black",18.49%,14.87%,B089KP85VB,HeatMax Hot Hands 2 Handwarmer (40 Pairs),12.80%,15.96%,B0007ZF4Q8,HotHands Body & Hand Super Warmers - Long Lasting Safe Natural Odorless Air Activated Warmers - Up to 18 Hours of Heat - 40 Individual Warmers,11.16%,12.21%
Amazon.com,office desk,862,B082F1J9B8,"CubiCubi Computer Desk 47 Study Writing Table for Home Office, Industrial Simple Style PC Desk, Black Metal Frame, Rustic",7.27%,10.53%,B088WJVVDL,"CubiCubi L Shape Computer Desk with Storage Shelf Study Writing Table for Home Office, Modern Simple Style PC Desk, Black Metal Frame, Rustic",4.42%,3.92%,B07D5NWDB7,"SHW Home Office 55-Inch Large Computer Desk, Espresso",4.05%,2.20%
Amazon.com,iphone 8,863,B0775717ZP,"Apple iPhone 8, 64GB, Gold - Fully Unlocked (Renewed)",15.32%,22.28%,B01N2K14U7,Simple Mobile Prepaid - Apple iPhone 7 (32GB) - Black,12.08%,5.25%,B07P83PVGT,"Apple iPhone 8, 64GB, Space Gray - GSM Unlocked (Renewed Premium)",9.53%,22.41%
Amazon.com,toys for 2 year old girls,864,B07BPZNM9G,"LeapFrog Scout and Violet 100 Words Book (Amazon Exclusive), Purple",8.41%,10.01%,B01LVTQK6L,"LeapFrog Number Lovin' Oven, Pink (Amazon Exclusive)",6.78%,7.64%,B086GT2LX5,"Magnetic Drawing Board,Toys for 1-2 Year Old Girls,Magna Erasable Doodle Board for Kids,A Colorful Etch Education Sketch Table Doodle Pad Toddler Toys for Girls Boys Age 2 3 4 5 Gifts",6.76%,6.59%
Amazon.com,christmas sweaters for women,865,B08M38FVP1,SALIFUN Christmas Pullover Sweatshirts for Womens Long Sleeve Plaid Patchwork Sweater Crewneck Casual Tops Shirts,13.07%,15.88%,B08LQB61DP,"Portazai Womens Christmas Sweatshirts, Women's Casual Pullover Tops Long Sleeve Funny Print Loose Fit Shirts Sweaters",8.21%,7.60%,B07H2SV95X,Idgreatim Unisex Ugly Christmas Crewneck Sweatshirt Novelty 3D Graphic Long Sleeve Sweater Shirt,3.80%,1.90%
Amazon.com,fleece lined leggings women,866,B07QXLM8GW,90 Degree By Reflex High Waist Fleece Lined Leggings with Side Pocket - Yoga Pants - Dark Cherry with Pocket - Small,9.70%,12.27%,B075FQYX9L,BALEAF Women's Fleece Lined Winter Leggings High Waisted Thermal Warm Yoga Pants with Pockets,8.25%,10.59%,B00MMMRTHG,MUK LUKS Women's Fleece Lined 2-Pair Pack Leggings,7.11%,3.61%
Amazon.com,grinder,867,B08GKM8W8Y,"Herb Grinder Aerometal 2 4 Piece Spice Herb Grinder Handy tools Sharp, durable and Exquisite workmanship (Pink)",45.97%,1.76%,B00W18BAVM,Golden Bell 4 Piece 2 Spice Herb Grinder - Color:Black,9.70%,22.48%,B0858BVKWC,"SK Depot Herb Grinder 2.0 In/2.2 In/2.36 In/2.5 In/3.0 In Spice with 4 Layers Metal Grinder add Scraper, with Magnetic Lid/Razor-Sharp 64 Teeth/Zinc Alloy Material Made (2 Inch, Black)",5.03%,11.57%
Amazon.com,pillow,868,B01LYNW421,Beckham Hotel Collection Gel Pillow (2-Pack) - Luxury Plush Gel Pillow - Dust Mite Resistant & Hypoallergenic - Queen,18.70%,20.01%,B075QN5V5H,Dream Rite Shredded Hypoallergenic Memory Foam Pillow WonderSleep Series Luxury Adjustable Loft Home Pillow Hotel Collection Grade Washable Removable Cooling Bamboo Derived Rayon Cover- Queen 1 Pack,8.85%,9.94%,B071DFDF9N,Utopia Bedding (2 Pack) Premium Plush Pillow - Fiber Filled Bed Pillows - Queen Size 20 x 28 Inches - Cotton Blend Pillows for Sleeping - Fluffy and Soft Pillows,7.02%,9.94%
Amazon.com,air pods,869,B07PXGQC1Q,Apple AirPods with Charging Case (Wired),46.49%,51.91%,B07ZPC9QD4,Apple AirPods Pro,16.79%,18.39%,B07PYLT6DN,Apple AirPods with Wireless Charging Case,14.87%,14.89%
Amazon.com,christmas ornaments 2020,870,B08ML5MSKM,"TOSFOGO 2020 A Year to Forget, Remember 2020 Christmas Ornament Quarantine 2020 Events Keepsake(3'' Round/1 Pc)",9.86%,9.03%,B08ML5JXQP,"TOSFOGO 2020 A Year to Forget, Remember 2020 Christmas Ornament Quarantine 2020 Events Keepsake(3'' Round/4 Pcs)",8.72%,7.35%,B08HXCFVHC,Remembering 2020 Ornament Year of Quarantine Ornament 2020 Christmas Ornament 2020 Commemorative Funny Ornament 2020 Events – A Year to Remember,7.00%,7.30%
Amazon.com,ethernet cable,871,B07QLXC6QR,"Cat8 Ethernet Cable, Outdoor&Indoor, 6FT Heavy Duty High Speed 26AWG Cat8 LAN Network Cable 40Gbps, 2000Mhz with Gold Plated RJ45 Connector, Weatherproof S/FTP UV Resistant for Router/Gaming/Modem",18.29%,19.48%,B00WD017GQ,"Cat 6 Ethernet Cable 50 ft White - Flat Internet Network Lan patch cords – Solid Cat6 High Speed Computer wire With clips& Snagless Rj45 Connectors for Router, modem – faster than Cat5e/Cat5 - 50 feet",13.03%,11.02%,B001W28L2Y,"Mediabridge Ethernet Cable (25 Feet) - Supports Cat6 / Cat5e / Cat5 Standards, 550MHz, 10Gbps - RJ45 Computer Networking Cord (Part# 31-399-25X)",7.95%,7.92%
Amazon.com,litter box,872,B06XNX32K1,Pet Mate Arm & Hammer Large Sifting Litter Pan,12.25%,16.83%,B07WZPJ2LW,"PetSafe ScoopFree Automatic Self-Cleaning Cat Litter Box – Includes Disposable Trays with Crystal Litter – 2ND Generation, Grey, One Size Fits All (PAL00-16805)",10.04%,3.93%,B01MRV5YNO,"IRIS USA, Inc. IRIS USA Top Entry Cat Litter Box with Cat Litter Scoop, White & Beige PUNT-530, Large (586962)",7.36%,5.57%
Amazon.com,barbie clothes,873,B0037UP9N8,Barbie Be a Fashion Designer Doll Dress Up Kit,13.30%,11.24%,B07TJNPV76,BARWA 16 Pack Doll Clothes and Accessories 5 PCS Fashion Dresses 5 Tops 5 Pants Outfits 3 PCS Wedding Gown Dresses 3 Sets Swimsuits Bikini for 11.5 inch Doll ,9.23%,10.37%,B01HR3UHEG,ZITA ELEMENT 5 Sets Casual Wear Clothes Mix Party Dress with 5 Pairs Shoes for 11.5 Inch Girl Doll Clothes Outfits - Fashion Handmade 11.5 Inch Girl Doll Clothing and Shoes Accessories Gift,8.81%,10.04%
Amazon.com,headbands for women,874,B0833T9S4K,Ondder Knotted Headbands for Women Wide Headband 10 Pack Top Knot Hair Bands for Women's Hair Thick Turban Headbands Leopard Print Cheetah Headband Fashion Headband Cross Knot Hairbands Non Slip Women Headbands Diademas para Mujer,9.43%,8.20%,B07WZJTWWZ,DRESHOW 8 Pack Women's Headbands Headwraps Hair Bands Bows Hair Accessories,8.54%,9.00%,B085XTCCCM,"12 Pcs Boho Headbands for Women, Meartchy Vintage Womens Headbands, Head Bands Women Hair, Floral Vintage Twisted Criss Cross Elastic Head Wrap Hair Accessories",5.49%,6.27%
Amazon.com,shark vacuum,875,B00JH98GR4,"Shark Navigator Lift-Away Deluxe NV360 Upright Vacuum, Blue",17.41%,21.40%,B005KMDV9A,"Shark Navigator Lift-Away Professional NV356E, White and Silver",9.48%,14.19%,B0091JG0LY,"Shark Rotator Professional Upright Corded Bagless Vacuum for Carpet and Hard Floor with Lift-Away Hand Vacuum and Anti-Allergy Seal (NV501), White with Red Chrome",8.07%,10.99%
Amazon.com,christmas candy,876,B07SSW2HBT,"HERSHEY'S Holiday Shapes Christmas Chocolate Candy Assortment, HERSHEY'S, REESE'S & YORK, Individually Wrapped, 35.1 oz. Bag",17.63%,23.27%,B0062NF9N2,"Lindt Holiday Milk Chocolate Figures Novelty Pack, Great for Holiday Gifting, 7.1 Ounce",6.21%,5.80%,B00BTWIIG6,"HERSHEY'S KISSES Holiday Candy Cane Christmas Chocolate Mint Candy with Peppermint Stripes, 33 oz. Bag",5.47%,6.54%
Amazon.com,resin,877,B07TVWTG82,"Epoxy-Resin-Crystal-Clear-Kit for Art, Jewelry, Crafts?Coating- 16 Oz | Bonus 4 pcs Graduated Cups, 3pcs Sticks, 1 Pair Rubber Gloves by Puduo",11.70%,12.34%,B07P6YCCYY,"Clear Epoxy Resin Kit - Art Resin Epoxy Clear Resin 2 Part Epoxy Resin Crystal Clear Casting Resin Jewelry Resin 32 Ounce Kit with Bonus Measuring Cups, Plastic Spreader and Wooden Sticks",8.98%,7.26%,B07XHL2TFL,"Clear Epoxy Resin Crystal Clear - Art Resin Epoxy Clear 2 Part Epoxy Casting Resin Kit 1 Gallon Countertop Epoxy Wood Epoxy Resin Kit with Bonus Measuring Cups, Plastic Spreader and Plastic Sticks",6.73%,7.26%
Amazon.com,4k tv,878,B07DK5PZFY,TCL 43S425 43 Inch 4K Ultra HD Smart ROKU LED TV (2018),16.96%,18.09%,B084JCXSL6,"SAMSUNG 50-inch Class Crystal UHD TU-8000 Series - 4K UHD HDR Smart TV with Alexa Built-in (UN50TU8000FXZA, 2020 Model)",15.78%,22.61%,B07FPP6TB5,Insignia NS-32DF310NA19 32-inch Smart HD TV - Fire TV Edition,11.89%,6.91%
Amazon.com,shelf,879,B002JM8TIM,Furinno (99557LC/BK) Turn-N-Tube 4-Tier Multipurpose Shelf Display Rack - Light Cherry/Black,8.58%,6.90%,B074NHZ61G,"Furinno 7-Cube Reversible Open Shelf, White",6.42%,1.47%,B08CVSKB1T,"BAMEOS Floating Shelves Wall Mounted, Rustic Wood Wall Shelf for Bedroom, Bathroom, Living Room, Kitchen",5.75%,9.84%
Amazon.com,minecraft toys,880,B075RDZLZ5,"LEGO Minecraft The Zombie Cave 21141 Building Kit with Popular Minecraft Characters Steve and Zombie Figure, separate TNT Toy, Coal and more for Creative Play (241 Pieces)",8.90%,12.52%,B07Y9272F5,"Minecraft Dungeons Deluxe Foam Roleplay Sword, Lifesize Battle Toy with Sound Effects for Active Play, Gift for Kids Age 6 and Older",5.50%,4.55%,B07Y933CBM,"Minecraft All-Stars Mini Figure Six-Pack, Great for Playing, Trading, and Collecting, Action and Battle Toy for Boys and Girls Age 6 and Older, Multi (GND42)",5.50%,6.72%
Amazon.com,gun safe,881,B07TM45FRS,awesafe Gun Safe with Fingerprint Identification and Biometric Lock One Handgun Capacity,9.10%,17.06%,B08J7TNCL3,"REYLEO Rifle Safe, Keypad Gun Safes for Rifles and Shotguns, Quick Access 7-Gun Storage Cabinet with Removeable Handgun Rack and Adjustable Shelf-GRS08",6.71%,3.53%,B07Y1ZSR2Z,"Biometric Rifle Gun Safe, Moutec Quick Access Fingerprint Long Gun Safe, 5-6 Gun Metal Rifle Gun Security Cabinet for Rifle with/Without Scope with Separate Pistol/Handgun Lock Box",6.71%,2.79%
